File Path,Key in Code,Default Text (Code),DB English,DB Bulgarian,Status,Detected Namespace,Dict Variable
apps/web/app/[lang]/client/dashboard/settings/page.tsx,nav_become_provider,'Become a Provider',,,"NAMESPACE_MISMATCH (code: nav_become_provider, db: client_dashboard.nav_become_provider)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/settings/page.tsx,section_session,'Session',,,"NAMESPACE_MISMATCH (code: section_session, db: client_dashboard.section_session)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/settings/page.tsx,nav_logout,'Logout',,,"NAMESPACE_MISMATCH (code: nav_logout, db: client_dashboard.nav_logout)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/settings/page.tsx,client_dashboard,,,,MISSING_IN_DB,client_dashboard,"() => {
    async function loadTranslations() {
      const translations = await fetchTranslations(lang"
apps/web/app/[lang]/client/dashboard/requests/page.tsx,status_completed,Completed,,,"NAMESPACE_MISMATCH (code: status_completed, db: client_dashboard.status_completed)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/requests/page.tsx,status_rejected,Rejected,,,"NAMESPACE_MISMATCH (code: status_rejected, db: client_dashboard.status_rejected)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/requests/page.tsx,status_active,Active,,,"NAMESPACE_MISMATCH (code: status_active, db: client_dashboard.status_active)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/requests/page.tsx,requests_title,My Requests,,,"NAMESPACE_MISMATCH (code: requests_title, db: client_dashboard.requests_title)",client_dashboard,"'Ревюто беше изпратено успешно.');
      await loadLeads(activeTab);
    } catch (e: unknown) {
      setError(e instanceof Error ? e.message : 'Неуспешно изпращане на ревю.');
    } finally {
      setSubmitting(false);
    }
  }

  if (loading) {
    return (
      <div className=""flex items-center justify-center py-20"">
        <div className=""w-8 h-8 border-2 border-orange-500 border-t-transparent rounded-full animate-spin"" />
      </div>
    );
  }

  return (
    <>
      {toast && <Toast message={toast} onDone={clearToast} />}
      <div className=""space-y-6"">
        <div>
          <h1 className=""text-xl font-bold text-gray-900"">{t(dict"
apps/web/app/[lang]/client/dashboard/requests/page.tsx,requests_empty_title,No requests found,,,"NAMESPACE_MISMATCH (code: requests_empty_title, db: client_dashboard.requests_empty_title)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/requests/page.tsx,requests_empty_desc,Send a new request and it will appear here.,,,"NAMESPACE_MISMATCH (code: requests_empty_desc, db: client_dashboard.requests_empty_desc)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/requests/page.tsx,cta_find_service,Find Service,,,"NAMESPACE_MISMATCH (code: cta_find_service, db: client_dashboard.cta_find_service)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/requests/page.tsx,btn_rate_service,Rate Service,,,"NAMESPACE_MISMATCH (code: btn_rate_service, db: client_dashboard.btn_rate_service)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/requests/page.tsx,label_comment,Comment,,,"NAMESPACE_MISMATCH (code: label_comment, db: client_dashboard.label_comment)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/requests/page.tsx,review_placeholder,Share your impressions...,,,"NAMESPACE_MISMATCH (code: review_placeholder, db: client_dashboard.review_placeholder)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/requests/page.tsx,btn_cancel,Cancel,,,"NAMESPACE_MISMATCH (code: btn_cancel, db: client_dashboard.btn_cancel)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/requests/page.tsx,btn_submitting,Submitting...,,,"NAMESPACE_MISMATCH (code: btn_submitting, db: client_dashboard.btn_submitting)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/requests/page.tsx,btn_submit_review,Submit Review,,,"NAMESPACE_MISMATCH (code: btn_submit_review, db: client_dashboard.btn_submit_review)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/requests/page.tsx,btn_write_review,Write a Review,,,"NAMESPACE_MISMATCH (code: btn_write_review, db: client_dashboard.btn_write_review)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/requests/page.tsx,status_completed,'Completed',,,"NAMESPACE_MISMATCH (code: status_completed, db: client_dashboard.status_completed)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/requests/page.tsx,status_rejected,'Rejected',,,"NAMESPACE_MISMATCH (code: status_rejected, db: client_dashboard.status_rejected)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/requests/page.tsx,status_active,'Active',,,"NAMESPACE_MISMATCH (code: status_active, db: client_dashboard.status_active)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/requests/page.tsx,active,"'done', 'rejected'];
    if (statusFromUrl && validStatuses.includes(statusFromUrl as ClientLeadFilterStatus",,,MISSING_IN_DB,client_dashboard,"'status');
    const validStatuses: ClientLeadFilterStatus[] = ['all'"
apps/web/app/[lang]/client/dashboard/requests/page.tsx,requests_title,'My Requests',,,"NAMESPACE_MISMATCH (code: requests_title, db: client_dashboard.requests_title)",client_dashboard,"'Ревюто беше изпратено успешно.');
      await loadLeads(activeTab);
    } catch (e: unknown) {
      setError(e instanceof Error ? e.message : 'Неуспешно изпращане на ревю.');
    } finally {
      setSubmitting(false);
    }
  }

  if (loading) {
    return (
      <div className=""flex items-center justify-center py-20"">
        <div className=""w-8 h-8 border-2 border-orange-500 border-t-transparent rounded-full animate-spin"" />
      </div>
    );
  }

  return (
    <>
      {toast && <Toast message={toast} onDone={clearToast} />}
      <div className=""space-y-6"">
        <div>
          <h1 className=""text-xl font-bold text-gray-900"">{t(dict"
apps/web/app/[lang]/client/dashboard/requests/page.tsx,requests_empty_title,'No requests found',,,"NAMESPACE_MISMATCH (code: requests_empty_title, db: client_dashboard.requests_empty_title)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/requests/page.tsx,requests_empty_desc,'Send a new request and it will appear here.',,,"NAMESPACE_MISMATCH (code: requests_empty_desc, db: client_dashboard.requests_empty_desc)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/requests/page.tsx,cta_find_service,'Find Service',,,"NAMESPACE_MISMATCH (code: cta_find_service, db: client_dashboard.cta_find_service)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/requests/page.tsx,btn_rate_service,'Rate Service',,,"NAMESPACE_MISMATCH (code: btn_rate_service, db: client_dashboard.btn_rate_service)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/requests/page.tsx,label_comment,'Comment',,,"NAMESPACE_MISMATCH (code: label_comment, db: client_dashboard.label_comment)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/requests/page.tsx,review_placeholder,'Share your impressions...',,,"NAMESPACE_MISMATCH (code: review_placeholder, db: client_dashboard.review_placeholder)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/requests/page.tsx,btn_cancel,'Cancel',,,"NAMESPACE_MISMATCH (code: btn_cancel, db: client_dashboard.btn_cancel)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/requests/page.tsx,btn_submitting,'Submitting...',,,"NAMESPACE_MISMATCH (code: btn_submitting, db: client_dashboard.btn_submitting)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/requests/page.tsx,btn_submit_review,'Submit Review',,,"NAMESPACE_MISMATCH (code: btn_submit_review, db: client_dashboard.btn_submit_review)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/requests/page.tsx,btn_write_review,'Write a Review',,,"NAMESPACE_MISMATCH (code: btn_write_review, db: client_dashboard.btn_write_review)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/requests/page.tsx,client_dashboard,,,,MISSING_IN_DB,client_dashboard,"() => {
    async function loadTranslations() {
      const translations = await fetchTranslations(lang"
apps/web/app/[lang]/client/dashboard/overview/page.tsx,status_completed,Completed,,,"NAMESPACE_MISMATCH (code: status_completed, db: client_dashboard.status_completed)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/overview/page.tsx,status_rejected,Rejected,,,"NAMESPACE_MISMATCH (code: status_rejected, db: client_dashboard.status_rejected)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/overview/page.tsx,status_active,Active,,,"NAMESPACE_MISMATCH (code: status_active, db: client_dashboard.status_active)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/overview/page.tsx,overview_title,Overview,,,"NAMESPACE_MISMATCH (code: overview_title, db: client_dashboard.overview_title)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/overview/page.tsx,overview_subtitle,Overview of your requests and reviews,,,"NAMESPACE_MISMATCH (code: overview_subtitle, db: client_dashboard.overview_subtitle)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/overview/page.tsx,stat_active_requests,Active Requests,,,"NAMESPACE_MISMATCH (code: stat_active_requests, db: client_dashboard.stat_active_requests)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/overview/page.tsx,stat_completed_services,Completed Services,,,"NAMESPACE_MISMATCH (code: stat_completed_services, db: client_dashboard.stat_completed_services)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/overview/page.tsx,stat_reviews,Reviews,,,"NAMESPACE_MISMATCH (code: stat_reviews, db: client_dashboard.stat_reviews)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/overview/page.tsx,empty_requests_title,No requests yet,,,"NAMESPACE_MISMATCH (code: empty_requests_title, db: client_dashboard.empty_requests_title)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/overview/page.tsx,empty_requests_desc,Browse available services...,,,"NAMESPACE_MISMATCH (code: empty_requests_desc, db: client_dashboard.empty_requests_desc)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/overview/page.tsx,cta_find_service,Find Service,,,"NAMESPACE_MISMATCH (code: cta_find_service, db: client_dashboard.cta_find_service)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/overview/page.tsx,recent_title,Recent Requests,,,"NAMESPACE_MISMATCH (code: recent_title, db: client_dashboard.recent_title)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/overview/page.tsx,recent_subtitle,Your latest activity in Nevumo,,,"NAMESPACE_MISMATCH (code: recent_subtitle, db: client_dashboard.recent_subtitle)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/overview/page.tsx,label_provider,Provider,,,"NAMESPACE_MISMATCH (code: label_provider, db: client_dashboard.label_provider)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/overview/page.tsx,label_marketplace,Marketplace Request,,,"NAMESPACE_MISMATCH (code: label_marketplace, db: client_dashboard.label_marketplace)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/overview/page.tsx,label_date,Date,,,"NAMESPACE_MISMATCH (code: label_date, db: client_dashboard.label_date)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/overview/page.tsx,status_completed,'Completed',,,"NAMESPACE_MISMATCH (code: status_completed, db: client_dashboard.status_completed)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/overview/page.tsx,status_rejected,'Rejected',,,"NAMESPACE_MISMATCH (code: status_rejected, db: client_dashboard.status_rejected)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/overview/page.tsx,status_active,'Active',,,"NAMESPACE_MISMATCH (code: status_active, db: client_dashboard.status_active)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/overview/page.tsx,overview_title,'Overview',,,"NAMESPACE_MISMATCH (code: overview_title, db: client_dashboard.overview_title)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/overview/page.tsx,overview_subtitle,'Overview of your requests and reviews',,,"NAMESPACE_MISMATCH (code: overview_subtitle, db: client_dashboard.overview_subtitle)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/overview/page.tsx,stat_active_requests,'Active Requests',,,"NAMESPACE_MISMATCH (code: stat_active_requests, db: client_dashboard.stat_active_requests)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/overview/page.tsx,stat_completed_services,'Completed Services',,,"NAMESPACE_MISMATCH (code: stat_completed_services, db: client_dashboard.stat_completed_services)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/overview/page.tsx,stat_reviews,'Reviews',,,"NAMESPACE_MISMATCH (code: stat_reviews, db: client_dashboard.stat_reviews)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/overview/page.tsx,empty_requests_title,'No requests yet',,,"NAMESPACE_MISMATCH (code: empty_requests_title, db: client_dashboard.empty_requests_title)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/overview/page.tsx,empty_requests_desc,'Browse available services...',,,"NAMESPACE_MISMATCH (code: empty_requests_desc, db: client_dashboard.empty_requests_desc)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/overview/page.tsx,cta_find_service,'Find Service',,,"NAMESPACE_MISMATCH (code: cta_find_service, db: client_dashboard.cta_find_service)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/overview/page.tsx,recent_title,'Recent Requests',,,"NAMESPACE_MISMATCH (code: recent_title, db: client_dashboard.recent_title)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/overview/page.tsx,recent_subtitle,'Your latest activity in Nevumo',,,"NAMESPACE_MISMATCH (code: recent_subtitle, db: client_dashboard.recent_subtitle)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/overview/page.tsx,label_provider,'Provider',,,"NAMESPACE_MISMATCH (code: label_provider, db: client_dashboard.label_provider)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/overview/page.tsx,label_marketplace,'Marketplace Request',,,"NAMESPACE_MISMATCH (code: label_marketplace, db: client_dashboard.label_marketplace)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/overview/page.tsx,label_date,'Date',,,"NAMESPACE_MISMATCH (code: label_date, db: client_dashboard.label_date)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/overview/page.tsx,client_dashboard,,,,MISSING_IN_DB,client_dashboard,"() => {
    async function loadTranslations() {
      const translations = await fetchTranslations(lang"
apps/web/app/[lang]/client/dashboard/reviews/page.tsx,reviews_title,Reviews,,,"NAMESPACE_MISMATCH (code: reviews_title, db: client_dashboard.reviews_title)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/reviews/page.tsx,reviews_subtitle,Your written reviews and pending ratings,,,"NAMESPACE_MISMATCH (code: reviews_subtitle, db: client_dashboard.reviews_subtitle)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/reviews/page.tsx,tab_written,Written,,,"NAMESPACE_MISMATCH (code: tab_written, db: client_dashboard.tab_written)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/reviews/page.tsx,tab_pending,Pending Review,,,"NAMESPACE_MISMATCH (code: tab_pending, db: client_dashboard.tab_pending)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/reviews/page.tsx,empty_reviews_title,No reviews written yet,,,"NAMESPACE_MISMATCH (code: empty_reviews_title, db: client_dashboard.empty_reviews_title)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/reviews/page.tsx,empty_reviews_desc,When you rate a completed service...,,,"NAMESPACE_MISMATCH (code: empty_reviews_desc, db: client_dashboard.empty_reviews_desc)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/reviews/page.tsx,label_provider,Provider,,,"NAMESPACE_MISMATCH (code: label_provider, db: client_dashboard.label_provider)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/reviews/page.tsx,label_has_reply,Has Reply,,,"NAMESPACE_MISMATCH (code: label_has_reply, db: client_dashboard.label_has_reply)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/reviews/page.tsx,label_service,Service:,,,"NAMESPACE_MISMATCH (code: label_service, db: client_dashboard.label_service)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/reviews/page.tsx,label_hide_reply,Hide Provider Reply,,,"NAMESPACE_MISMATCH (code: label_hide_reply, db: client_dashboard.label_hide_reply)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/reviews/page.tsx,label_provider_reply,Provider Reply,,,"NAMESPACE_MISMATCH (code: label_provider_reply, db: client_dashboard.label_provider_reply)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/reviews/page.tsx,label_provider_reply,Provider Reply,,,"NAMESPACE_MISMATCH (code: label_provider_reply, db: client_dashboard.label_provider_reply)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/reviews/page.tsx,label_replied_on,Replied on,,,"NAMESPACE_MISMATCH (code: label_replied_on, db: client_dashboard.label_replied_on)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/reviews/page.tsx,empty_pending_title,No pending reviews,,,"NAMESPACE_MISMATCH (code: empty_pending_title, db: client_dashboard.empty_pending_title)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/reviews/page.tsx,empty_pending_desc,Completed services you have not rated...,,,"NAMESPACE_MISMATCH (code: empty_pending_desc, db: client_dashboard.empty_pending_desc)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/reviews/page.tsx,cta_find_service,Find Service,,,"NAMESPACE_MISMATCH (code: cta_find_service, db: client_dashboard.cta_find_service)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/reviews/page.tsx,label_provider,Provider,,,"NAMESPACE_MISMATCH (code: label_provider, db: client_dashboard.label_provider)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/reviews/page.tsx,btn_rate_service,Rate,,,"NAMESPACE_MISMATCH (code: btn_rate_service, db: client_dashboard.btn_rate_service)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/reviews/page.tsx,label_rating,Rating,,,"NAMESPACE_MISMATCH (code: label_rating, db: client_dashboard.label_rating)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/reviews/page.tsx,label_comment,Comment,,,"NAMESPACE_MISMATCH (code: label_comment, db: client_dashboard.label_comment)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/reviews/page.tsx,review_placeholder,Share your impressions...,,,"NAMESPACE_MISMATCH (code: review_placeholder, db: client_dashboard.review_placeholder)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/reviews/page.tsx,btn_cancel,Cancel,,,"NAMESPACE_MISMATCH (code: btn_cancel, db: client_dashboard.btn_cancel)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/reviews/page.tsx,btn_submitting,Submitting...,,,"NAMESPACE_MISMATCH (code: btn_submitting, db: client_dashboard.btn_submitting)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/reviews/page.tsx,btn_submit_review,Submit Review,,,"NAMESPACE_MISMATCH (code: btn_submit_review, db: client_dashboard.btn_submit_review)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/reviews/page.tsx,settings_email_notif,Receive email on review reply,,,"NAMESPACE_MISMATCH (code: settings_email_notif, db: client_dashboard.settings_email_notif)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/reviews/page.tsx,reviews_title,'Reviews',,,"NAMESPACE_MISMATCH (code: reviews_title, db: client_dashboard.reviews_title)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/reviews/page.tsx,reviews_subtitle,'Your written reviews and pending ratings',,,"NAMESPACE_MISMATCH (code: reviews_subtitle, db: client_dashboard.reviews_subtitle)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/reviews/page.tsx,tab_written,'Written',,,"NAMESPACE_MISMATCH (code: tab_written, db: client_dashboard.tab_written)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/reviews/page.tsx,tab_pending,'Pending Review',,,"NAMESPACE_MISMATCH (code: tab_pending, db: client_dashboard.tab_pending)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/reviews/page.tsx,empty_reviews_title,'No reviews written yet',,,"NAMESPACE_MISMATCH (code: empty_reviews_title, db: client_dashboard.empty_reviews_title)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/reviews/page.tsx,empty_reviews_desc,'When you rate a completed service...',,,"NAMESPACE_MISMATCH (code: empty_reviews_desc, db: client_dashboard.empty_reviews_desc)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/reviews/page.tsx,label_provider,'Provider',,,"NAMESPACE_MISMATCH (code: label_provider, db: client_dashboard.label_provider)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/reviews/page.tsx,label_has_reply,'Has Reply',,,"NAMESPACE_MISMATCH (code: label_has_reply, db: client_dashboard.label_has_reply)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/reviews/page.tsx,label_service,'Service: ',,,"NAMESPACE_MISMATCH (code: label_service, db: client_dashboard.label_service)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/reviews/page.tsx,label_hide_reply,'Hide Provider Reply',,,"NAMESPACE_MISMATCH (code: label_hide_reply, db: client_dashboard.label_hide_reply)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/reviews/page.tsx,label_provider_reply,'Provider Reply',,,"NAMESPACE_MISMATCH (code: label_provider_reply, db: client_dashboard.label_provider_reply)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/reviews/page.tsx,label_provider_reply,'Provider Reply',,,"NAMESPACE_MISMATCH (code: label_provider_reply, db: client_dashboard.label_provider_reply)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/reviews/page.tsx,label_replied_on,'Replied on ',,,"NAMESPACE_MISMATCH (code: label_replied_on, db: client_dashboard.label_replied_on)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/reviews/page.tsx,empty_pending_title,'No pending reviews',,,"NAMESPACE_MISMATCH (code: empty_pending_title, db: client_dashboard.empty_pending_title)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/reviews/page.tsx,empty_pending_desc,'Completed services you have not rated...',,,"NAMESPACE_MISMATCH (code: empty_pending_desc, db: client_dashboard.empty_pending_desc)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/reviews/page.tsx,cta_find_service,'Find Service',,,"NAMESPACE_MISMATCH (code: cta_find_service, db: client_dashboard.cta_find_service)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/reviews/page.tsx,label_provider,'Provider',,,"NAMESPACE_MISMATCH (code: label_provider, db: client_dashboard.label_provider)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/reviews/page.tsx,btn_rate_service,'Rate',,,"NAMESPACE_MISMATCH (code: btn_rate_service, db: client_dashboard.btn_rate_service)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/reviews/page.tsx,label_rating,'Rating',,,"NAMESPACE_MISMATCH (code: label_rating, db: client_dashboard.label_rating)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/reviews/page.tsx,label_comment,'Comment',,,"NAMESPACE_MISMATCH (code: label_comment, db: client_dashboard.label_comment)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/reviews/page.tsx,review_placeholder,'Share your impressions...',,,"NAMESPACE_MISMATCH (code: review_placeholder, db: client_dashboard.review_placeholder)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/reviews/page.tsx,btn_cancel,'Cancel',,,"NAMESPACE_MISMATCH (code: btn_cancel, db: client_dashboard.btn_cancel)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/reviews/page.tsx,btn_submitting,'Submitting...',,,"NAMESPACE_MISMATCH (code: btn_submitting, db: client_dashboard.btn_submitting)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/reviews/page.tsx,btn_submit_review,'Submit Review',,,"NAMESPACE_MISMATCH (code: btn_submit_review, db: client_dashboard.btn_submit_review)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/reviews/page.tsx,settings_email_notif,'Receive email on review reply',,,"NAMESPACE_MISMATCH (code: settings_email_notif, db: client_dashboard.settings_email_notif)",client_dashboard,dict
apps/web/app/[lang]/client/dashboard/reviews/page.tsx,client_dashboard,,,,MISSING_IN_DB,client_dashboard,"() => {
    async function loadTranslations() {
      const translations = await fetchTranslations(lang"
apps/web/app/[lang]/login/LoginCards.tsx,login,,,,MISSING_IN_DB,unknown,"""login_intent_selected"""
apps/web/components/dashboard/SearchableSelect.tsx,placeholder_type_to_search,Type to search…,,,MISSING_IN_DB,unknown,dict
apps/web/components/dashboard/SearchableSelect.tsx,msg_no_results,No results,,,MISSING_IN_DB,unknown,dict
apps/web/components/dashboard/SearchableSelect.tsx,placeholder_type_to_search,'Type to search…',,,MISSING_IN_DB,unknown,dict
apps/web/components/dashboard/SearchableSelect.tsx,msg_no_results,'No results',,,MISSING_IN_DB,unknown,dict
apps/web/components/dashboard/DashboardTopBar.tsx,aria_open_menu,Open menu,,,MISSING_IN_DB,unknown,") {
    clearAuth();
    router.push(`/${lang}/auth`);
  }

  return (
    <header className=""h-16 bg-white border-b border-gray-200 flex items-center justify-between px-4 md:px-6 flex-shrink-0"">
      {/* Mobile menu button */}
      <button
        onClick={onMenuClick}
        className=""md:hidden p-2 text-gray-500 hover:text-gray-700 hover:bg-gray-100 rounded-lg transition-colors""
        aria-label={t(dict"
apps/web/components/dashboard/DashboardTopBar.tsx,btn_log_out,Log out,,,MISSING_IN_DB,unknown,dict
apps/web/components/dashboard/DashboardTopBar.tsx,aria_open_menu,'Open menu',,,MISSING_IN_DB,unknown,") {
    clearAuth();
    router.push(`/${lang}/auth`);
  }

  return (
    <header className=""h-16 bg-white border-b border-gray-200 flex items-center justify-between px-4 md:px-6 flex-shrink-0"">
      {/* Mobile menu button */}
      <button
        onClick={onMenuClick}
        className=""md:hidden p-2 text-gray-500 hover:text-gray-700 hover:bg-gray-100 rounded-lg transition-colors""
        aria-label={t(dict"
apps/web/components/dashboard/DashboardTopBar.tsx,btn_log_out,'Log out',,,MISSING_IN_DB,unknown,dict
apps/web/components/dashboard/LeadDetailModal.tsx,label_source_seo,SEO,,,MISSING_IN_DB,unknown,dict
apps/web/components/dashboard/LeadDetailModal.tsx,label_source_widget,Widget,,,MISSING_IN_DB,unknown,dict
apps/web/components/dashboard/LeadDetailModal.tsx,label_source_qr,QR Code,,,MISSING_IN_DB,unknown,dict
apps/web/components/dashboard/LeadDetailModal.tsx,label_source_direct,Direct,,,MISSING_IN_DB,unknown,dict
apps/web/components/dashboard/LeadDetailModal.tsx,label_source_other,Other,,,MISSING_IN_DB,unknown,dict
apps/web/components/dashboard/LeadDetailModal.tsx,msg_notes_saved,Notes saved successfully,,,MISSING_IN_DB,unknown,t(dict
apps/web/components/dashboard/LeadDetailModal.tsx,msg_notes_save_failed,Failed to save notes,,,MISSING_IN_DB,unknown,t(dict
apps/web/components/dashboard/LeadDetailModal.tsx,lead_detail_title,Lead Details,,,MISSING_IN_DB,unknown,dict
apps/web/components/dashboard/LeadDetailModal.tsx,aria_close,Close,Close,Затвори,MATCH,unknown,dict
apps/web/components/dashboard/LeadDetailModal.tsx,label_date,Date,,,MISSING_IN_DB,unknown,dict
apps/web/components/dashboard/LeadDetailModal.tsx,label_phone,Phone,,,MISSING_IN_DB,unknown,dict
apps/web/components/dashboard/LeadDetailModal.tsx,label_status,Status,,,MISSING_IN_DB,unknown,dict
apps/web/components/dashboard/LeadDetailModal.tsx,label_source,Source,,,MISSING_IN_DB,unknown,dict
apps/web/components/dashboard/LeadDetailModal.tsx,label_client_message,CLIENT MESSAGE,,,MISSING_IN_DB,unknown,dict
apps/web/components/dashboard/LeadDetailModal.tsx,msg_no_description,No description provided,,,MISSING_IN_DB,unknown,dict
apps/web/components/dashboard/LeadDetailModal.tsx,label_private_notes,Private Notes,,,MISSING_IN_DB,unknown,dict
apps/web/components/dashboard/LeadDetailModal.tsx,label_notes_privacy_disclaimer,These notes are only visible to you and will not be shared with the client.,,,MISSING_IN_DB,unknown,dict
apps/web/components/dashboard/LeadDetailModal.tsx,placeholder_private_notes,Write your private notes here...,,,MISSING_IN_DB,unknown,dict
apps/web/components/dashboard/LeadDetailModal.tsx,msg_saving,Saving...,,,MISSING_IN_DB,unknown,dict
apps/web/components/dashboard/LeadDetailModal.tsx,btn_save_notes,Save Notes,,,MISSING_IN_DB,unknown,dict
apps/web/components/dashboard/LeadDetailModal.tsx,btn_close,Close,Close,Затвори,MATCH,unknown,dict
